RefObligor,Sub_RefObligor,Rating,IrcRecRate,EAD,Notional,LiquidityHorizon,COR1,COR2,COR3,COR4,COR5,COR6,COR7,COR8,COR9,COR10,COR11,PAAA,PAA,PA,PBBB,PBB,PB,PCCC,PD,PnL_AAA,PnL_AA,PnL_A,PnL_BBB,PnL_BB,PnL_B,PnL_CCC,ShapeParamAlpha,ShapeParamAlphaUp,ShapeParamAlphaDown,ShapeParamBeta,ShapeParamBetaUp,ShapeParamBetaDown
11,11,BA,0.4,0.0,0.0,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.25991610378973,0.49973721632473,0.80987473270756,0.00001370700118247880,0.00004160672225327940,0.00036404900504345700,0.01715431750695480000,0.95164664895487600000,0.02078192878559030000,0.00191234550741673000,0.00142798817571987000,-32942.65729100000,-32942.65729132090,-32942.65729132090,-32898.30904579070,0.00000000000,175600.15400671500,374095.07360733300,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
12,12,B,0.4,0.0,0.0,3,0.000000000000000,-0.000000000371158,-0.00000000013352,-0.00000001165874,-0.12306495614890,-0.00847326725454,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202497752,0.81700033899679,0.00000000000000000000,0.00003483086386186990,0.00024739111896141200,0.00024878564366166800,0.02229457812854400000,0.95673702311848400000,0.01262964001057590000,0.00571662685065666000,-137.65936300000,-137.65936300000,-137.65936300000,-137.65936300000,-137.65936300000,0.00000000000,18032.81144175580,0.200000000000000,0.296080000000000,0.077130000000000,0.300000000000000,0.300000000000000,0.200000000000000
13,13,BAA,0.4,-320733.2,298220.6,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.81432556279375,0.00003893324688787700,0.00012691749133897800,0.00842708069998936000,0.97402934123688400000,0.00990642532314899000,0.00101680609029822000,0.00039390389073053300,0.00609895520808368000,34220.84823115780,33424.32526124390,23278.82745084100,0.00000000000,-59582.35000430600,-103035.62375957000,-139368.27550689600,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
14,14,D,0.4,-95706.1,3824394.8,12,0.000000000000000,-0.000000000083969,0.00000000812894,-0.00000000849365,-0.07527256752606,0.12147652991724,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.84282805044034,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.666670000000000,0.940690000000000,0.400000000000000,1.000000000000000,0.800000000000000,0.900000000000000
15,15,BA,0.4,-528771.3,509220.9,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.80987473270756,0.00001372079092209900,0.00004148114864486910,0.00036514664023454300,0.01705108189507750000,0.95548393382969400000,0.02067760183385540000,0.00074130790348167100,0.01023868409175150000,131.59359600000,131.89275224120,132.71139806940,129.05013951630,0.00000000000,-1058.89619238800,-4311.99666781450,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
16,16,B,0.3,-3752031.1,3829224.0,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.80987473270756,0.00000641949344838370,0.00004177415373115980,0.00036368312664642800,0.00053819909242520100,0.01740013305453770000,0.95047152090174700000,0.02093859665058770000,0.00637888430145561000,808835.58432300000,798984.67814924700,0.00000000000,788435.05565335600,570441.41166634100,0.00000000000,-666748.52763867200,0.400000000000000,0.747470000000000,0.100000000000000,0.900000000000000,1.000000000000000,0.500000000000000
17,17,B,0.3,1232798.5,-1234495.5,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775207045654,0.80987473270756,0.00000643892682915580,0.00004164858012274950,0.00036441488344048600,0.00053765764464610100,0.01729552303617370000,0.95430793470962500000,0.02104392158343780000,0.00539449998697250000,-411980.59544600000,-406640.02721145900,-396216.01347801300,-379717.83048567000,-244909.05386360900,0.00000000000,235087.03248905700,0.400000000000000,0.747470000000000,0.123330000000000,0.933330000000000,1.000000000000000,0.500000000000000
18,18,CCC,0.4,74303.1,-100596.0,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,0.18438379289238,0.50475704896744,0.80987473270756,0.00000000000000000000,0.00000962321884418910,0.00013368696189386600,0.00053982343576250100,0.00080972553935008700,0.04097596469591960000,0.86158985391120300000,0.09432318588519480000,-5948.46100000000,-5948.46100000000,-5948.46100000000,-5948.46100000000,-5948.46100000000,-5948.46100000000,0.00000000000,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
19,19,BAA,0.4,-313180.6,298926.8,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775207045654,0.81432556279375,0.00003881586021384320,0.00012640829378094800,0.00844408792642728000,0.97108961485488100000,0.00983701093149529000,0.00101884582167294000,0.00039232194739426600,0.00114023114094830000,25095.77925000000,23262.89496977190,15394.90274848200,0.00000000000,-46744.15339573260,-90612.06530255540,-137026.52631946300,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
20,20,A,0.4,-16914.7,14714.0,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.12379459270261,0.49775207045654,0.81432556279375,0.00006535917945002700,0.00417139084138341000,0.96894575342065200000,0.01658863316404110000,0.00086155386018428000,0.00025837445809229400,0.00012561537691772000,0.00507145618614491000,287.08621100000,190.48811233980,0.00000000000,-629.58829891360,-2527.95007905210,-4263.60074475160,-6320.28813409100,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
21,21,A,0.4,-34572.0,32148.4,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.81432556279375,0.00006503140021507200,0.00415468857575224000,0.97285673527098800000,0.01660537245078590000,0.00086502087773029300,0.00025941734187874100,0.00012498604136202000,0.00700703547208048000,52.43345000000,34.54899701350,0.00000000000,-383.34523162020,-1799.80078388810,-3370.89476757830,-5826.36995896240,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
22,22,B,0.4,-139349.3,132185.5,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202015654,0.80987473270756,0.00000644540462274650,0.00004148114864486910,0.00036478076183751400,0.00054036488354160000,0.01727808803311310000,0.95430793470962500000,0.02087540169087770000,0.00929761208133428000,5144.35997500000,5147.05693000200,5154.43718230070,5168.86981441660,5225.49620154420,0.00000000000,-26609.98210960560,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
23,23,BAA,0.2,-726863.3,710588.5,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23540229736300,0.58355282748107,0.81432556279375,0.00003897237577922160,0.00012653559317045500,0.00848660599252208000,0.97304943244288300000,0.00988659263981936000,0.00101272662754878000,0.00039232194739426600,0.00895335646400353000,1468.66965600000,1410.35408023230,971.83104423380,0.00000000000,-140974.10030573000,-245551.50335497000,-321774.87010192700,0.155560000000000,0.488000000000000,0.000000000000000,0.600000000000000,1.000000000000000,0.100000000000000
24,24,AAA,0.4,-384561.5,376926.5,3,0.000000000000000,-0.000000000519522,0.00000000288058,0.00000000641166,-0.01174422614241,-0.17984509823693,0.00000000000000,0.00000000000000,-0.23540229736300,0.58355282748107,0.75602226801036,0.97727621431754000000,0.01961411562243410000,0.00022465526658157200,0.00018728269576570000,0.00018728269576570000,0.00003015740407334080,0.00000000000000000000,0.00739817422738043000,0.00000000000,-4058.75648847070,-8076.56534698670,-18812.60525151500,-33964.36095503170,-45490.87408431110,-146972.64950281900,0.200000000000000,0.296080000000000,0.100000000000000,0.300000000000000,0.300000000000000,0.200000000000000
25,25,A,0.4,-708766.8,704096.8,3,0.000000000000000,-0.000000000519522,0.00000000288058,0.00000000641166,-0.01174422614241,-0.17984509823693,0.00000000000000,0.00000000000000,-0.23540229736300,0.58355282748107,0.75602226801036,0.00003259792740158120,0.00586737430147874000,0.97792235302580800000,0.01100261373571420000,0.00066657851969764000,0.00007844693025178240,0.00000000000000000000,0.00932123513095895000,41536.33469100000,24214.36090519490,0.00000000000,-55988.85186664810,-129639.58815495500,-183397.09415317200,-495021.92293172600,0.200000000000000,0.296080000000000,0.077130000000000,0.300000000000000,0.300000000000000,0.200000000000000
26,26,BA,0.21,-239717.3,237014.1,3,0.000000000000000,-0.000000000519522,0.00000000288058,0.00000000641166,-0.01174422614241,-0.17984509823693,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775207045654,0.75602226801036,0.00000000000000000000,0.00021423343806698300,0.00024938822183900100,0.02091472986414650000,0.95345500344237500000,0.01648672151362410000,0.00330767398070245000,0.00529226232612601000,6720.55277800000,5929.54909933300,5141.66721553330,3020.55388619580,0.00000000000,-1646.29190575420,-24247.96989862080,0.007740000000000,0.139770000000000,0.000000000000000,0.000000000000000,0.300000000000000,0.000000000000000
27,27,BAA,0.25,114583.1,-105226.4,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428341972,0.00000000000000,0.00000000000000,-0.25991610378973,0.49973721632473,0.81432556279375,0.00003908976245325540,0.00012679019194947000,0.00845259153964624000,0.97304943244288300000,0.00982709458983047000,0.00101476635892350000,0.00039509034823273300,0.00800448008056454000,-5769.83000500000,-5760.80272413790,-3975.72849567790,0.00000000000,15716.76826060510,29563.96571095890,43680.59568401130,0.270830000000000,0.621850000000000,0.039040000000000,0.812500000000000,1.000000000000000,0.300000000000000
28,28,BA,0.21,-117434.8,117035.5,3,0.000000000000000,-0.000000000371158,-0.00000000013352,-0.00000001165874,-0.12306495614890,-0.00847326725454,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.81700033899679,0.00000000000000000000,0.00021444896466463500,0.00024739111896141200,0.02076803336209340000,0.95728798838083600000,0.01655326731186270000,0.00329110246777308000,0.00727562907943924000,23652.06373752000,22383.91209500440,21115.76045248780,12908.18473206520,0.00000000000,-10616.88997959420,-58015.73766730060,0.007740000000000,0.139770000000000,0.007740000000000,0.029130000000000,0.300000000000000,0.000000000000000
29,29,A,0.4,354791.8,-357508.9,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.81432556279375,0.00006503140021507200,0.00415886414216004000,0.97383448073357100000,0.01668906888450960000,0.00086328736895728700,0.00025915662093212900,0.00012536364269544000,0.00887552316625417000,5021.64420200000,3266.32204331130,0.00000000000,1824.86633150140,10899.26547836120,21709.69933365320,41423.77275813000,0.666670000000000,0.940690000000000,0.400000000000000,1.000000000000000,0.800000000000000,0.900000000000000
30,30,A,0.4,-53.9,49.9,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.81432556279375,0.00006535917945002700,0.00416303970856783000,0.97578997165873900000,0.01668906888450960000,0.00086415412334379000,0.00026019950471857600,0.00012548950980658000,0.00794382478992384000,0.67438687350,0.44133504520,0.00000000000,-0.73742089360,-3.40450016000,-6.49744831360,-11.12901819390,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
31,31,A,0.4,-27848.6,26946.0,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23540229736300,0.58355288021637,0.81432556279375,0.00006535917945002700,0.00415886414216004000,0.97090124434582000000,0.01672254745799910000,0.00086155386018428000,0.00025889589998551700,0.00012548950980658000,0.00799632506136549000,4.88888700000,3.58047789940,0.00000000000,-95.26547226150,-466.10261769840,-830.21461673550,-1581.63173840300,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
32,32,AAA,0.4,-4968412.7,4626276.4,3,0.000000000000000,-0.000000000519522,0.00000000288058,0.00000000641166,-0.01174422614241,-0.17984509823693,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.75602226801036,0.97531774495017000000,0.01959436324013560000,0.00022443038643484300,0.00018709447195086100,0.00018709447195086100,0.00018652980050634100,0.00018671802432118100,0.00211616828441463000,0.00000000000,-65392.28242017400,-128150.50178362900,-274169.98565831000,-455035.19990361400,-582499.56360367300,-1619852.40245394000,0.200000000000000,0.296080000000000,0.077130000000000,0.300000000000000,0.300000000000000,0.200000000000000
33,33,A,0.4,1397776.4,-823199.8,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.81432556279375,0.00006509695606206300,0.00414216187652887000,0.97481222619615500000,0.01668906888450960000,0.00085895359702477000,0.00025915662093212900,0.00012486017425088000,0.00404602650838837000,-187034.24972600000,-121192.54212516500,0.00000000000,153518.31991430900,526309.47057174900,791965.09867603400,1043765.53379272000,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
34,34,BAA,0.4,-40413111.8,36944199.7,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.81432556279375,0.00003889411799653240,0.00012653559317045500,0.00849510960574104000,0.97500925003088500000,0.00982709458983047000,0.00101578622461086000,0.00039469486239866600,0.00113768240896650000,3180195.26073900000,1598055.91226048000,1598055.91223420000,0.00000000000,-4410469.05401921000,-8419757.17621867000,-12958109.84974480000,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
35,35,BAA,0.2,-119225.0,99500.0,3,0.000000000000000,-0.000000000025700,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23540229736300,0.58355282748107,0.81432556279375,0.00003893324688787700,0.00012691749133897800,0.00847810237930312000,0.97598915882488600000,0.00984692727316010000,0.00101884582167294000,0.00039232194739426600,0.00896198392545622000,15535.94247000000,15535.94246962120,11786.03964843450,0.00000000000,-55672.24417582280,-85444.44301430580,-101441.61927862600,0.155560000000000,0.488000000000000,0.009660000000000,0.622220000000000,1.000000000000000,0.100000000000000
36,36,A,0.4,-4436114.9,4473000.0,3,0.000000000000000,-0.000000000519522,0.00000000288058,0.00000000641166,-0.01174422614241,-0.17984509823693,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.75602226801036,0.00003253260089376240,0.00587916801866765000,0.97595865352174000000,0.01105807045817250000,0.00066590926415577400,0.00019506785066211400,0.00019447911469432100,0.00213796824377277000,1346450.18800000000,900778.13327840000,0.00000000000,-343293.26465891800,-771194.10510308900,-1071407.85145315000,-2773429.93706213000,0.200000000000000,0.296080000000000,0.077130000000000,0.300000000000000,0.300000000000000,0.200000000000000
37,37,CCC,0.4,-116118.8,6455609.6,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.80987473270756,0.00000000000000000000,0.00000957495796733760,0.00013463031747174600,0.00054036488354160000,0.00080972553935008700,0.04105841130496570000,0.86593692683709200000,0.08977012022318710000,-38085.45700000000,-38085.57000000000,-38085.45700000000,-38085.45700000000,-38085.45700000000,-38085.45700000000,0.00000000000,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
38,38,CCC,0.4,-4185.3,5024809.9,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.80987473270756,0.00000000000000000000,0.00000964252319492970,0.00013436078730663700,0.00053874054020430100,0.00081626217337107600,0.04109963460948870000,0.86245926849638000000,0.09229593173613480000,86.14610800000,84.53556721000,81.54323436570,76.49209905280,58.18602034380,34.43439201320,0.00000000000,0.666670000000000,0.940690000000000,0.358160000000000,1.000000000000000,0.800000000000000,0.900000000000000
39,39,CCC,0.2,-2958.6,10962862.5,3,0.000000000000000,-0.000000000134292,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.80987473270756,0.00000000000000000000,0.00000962321884418910,0.00013463031747174600,0.00054090633132070000,0.00081217677710795800,0.04105841130496570000,0.86767575600744700000,0.08877701658308190000,99.95933500000,98.09211721280,94.62288741540,88.76673769910,67.54316497800,40.00616925490,0.00000000000,0.155560000000000,0.488000000000000,0.009660000000000,0.622220000000000,1.000000000000000,0.100000000000000
40,40,B,0.8,-11793683.4,17690606.6,3,0.000000000000000,-0.000000000134292,0.00000000149254,-0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.80987473270756,0.00000645188241633720,0.00004156486438380930,0.00036331724824940000,0.00054090633132070000,0.01741756805759830000,0.95334883125765500000,0.02093859665058770000,0.00931231215027939000,186281.24422900000,182551.02770500700,172343.24236153100,152606.12167639300,75950.95727566320,0.00000000000,-159905.47845594400,0.622220000000000,0.078120000000000,0.958430000000000,0.155560000000000,0.000000000000000,0.400000000000000
41,41,BAA,0.25,-2653860.1,1966970.9,3,0.000000000000000,-0.000000000025700,-0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.23794592702611,0.49775202163654,0.81432556279375,0.00003901150467056620,0.00012653559317045500,0.00846959876608416000,0.97794897641288700000,0.00983701093149529000,0.00101374649323614000,0.00039429937656460000,0.00706499329268107000,593492.95831000000,480706.02796333100,280508.39423643700,0.00000000000,-623100.28889946200,-1077377.64209742000,-1442724.35674362000,0.270830000000000,0.621850000000000,0.039040000000000,0.812500000000000,1.000000000000000,0.300000000000000
42,42,BAA,0.4,-1089346.7,1201947.5,3,0.000000000000000,-0.000000000025700,0.00000000279128,0.00000000362409,0.02575778889102,0.17124888997170,0.00000000000000,0.00000000000000,-0.26848915973815,0.50475704896744,0.81432556279375,0.00003881586021384320,0.00012679019194947000,0.00842708069998936000,0.97402934123688400000,0.00983701093149529000,0.00101884582167294000,0.00039192646156019900,0.00900059125573394000,-34967.53470300000,-44445.57848218270,-35327.06701268640,0.00000000000,-26061.11744824460,-115502.21246871100,-273962.93424676400,0.666670000000000,0.940690000000000,0.400000000000000,1.000000000000000,0.800000000000000,0.902130000000000
43,43,B,0.25,-99174.7,155532.0,3,0.000000000000000,-0.000000000134292,0.00000000149254,0.00000000633091,0.17248559048765,0.05241428349717,0.00000000000000,0.00000000000000,-0.23540229736300,0.58355282748107,0.80987473270756,0.00000643892682915580,0.00004156486438380930,0.00036295136985237100,0.00053657474908790200,0.01733039304229500000,0.95622614161356400000,0.02100179161029780000,0.00745380514111582000,42.50478700000,42.50478700000,42.50478700000,42.50478700000,42.50478700000,0.00000000000,-5805.35339213060,0.270830000000000,0.621850000000000,0.000000000000000,0.812500000000000,1.000000000000000,0.300000000000000
44,44,BAA,0.4,-3702343.6,3767421.6,3,0.000000000000000,-0.000000000519522,0.00000000418683,0.00000001100327,-0.02529710279559,0.12882882648225,0.00000000000000,0.00000000000000,-0.23540229736300,0.58355282748107,0.75602226801036,0.00000000000000000000,0.00053487065918854100,0.01194619240142830000,0.96907800875466700000,0.00982680000205487000,0.00092898884668789400,0.00056991747671711800,0.00707339248503591000,-146799.75136500000,-146799.75136532300,-141317.86576522700,0.00000000000,162869.52390550900,314825.20125948400,223034.61521272300,0.200000000000000,0.296080000000000,0.077130000000000,0.300000000000000,0.300000000000000,0.200000000000000
